iter	Passed	Remaining
430	1634	2157
431	1643	2160
432	1644	2153
433	1646	2146
434	1652	2145
435	1660	2147
436	1666	2146
437	1667	2139
438	1671	2136
439	1673	2129
440	1674	2123
441	1676	2116
442	1677	2109
443	1689	2115
444	1695	2114
445	1697	2108
446	1698	2101
447	1700	2094
448	1701	2088
449	1703	2081
450	1704	2075
451	1706	2068
452	1707	2062
453	1712	2059
454	1713	2052
455	1714	2045
456	1723	2047
457	1725	2041
458	1726	2035
459	1728	2028
460	1732	2025
461	1733	2018
462	1749	2029
463	1751	2022
464	1752	2016
465	1754	2010
466	1755	2004
467	1757	1997
468	1761	1994
469	1762	1987
470	1763	1981
471	1765	1974
472	1766	1968
473	1768	1962
474	1769	1956
475	1771	1950
476	1775	1946
477	1776	1940
478	1780	1936
479	1782	1931
480	1784	1925
481	1786	1919
482	1788	1913
483	1789	1907
484	1795	1906
485	1797	1900
486	1798	1894
487	1800	1889
488	1802	1883
489	1804	1878
490	1806	1872
491	1810	1869
492	1812	1863
493	1814	1858
494	1823	1859
495	1824	1854
496	1826	1848
497	1828	1842
498	1829	1837
499	1831	1831
500	1833	1826
501	1835	1820
502	1837	1815
503	1848	1818
504	1859	1822
505	1862	1817
506	1865	1813
507	1868	1809
508	1870	1804
509	1873	1799
510	1878	1797
511	1881	1793
512	1887	1791
513	1889	1786
514	1891	1781
515	1893	1775
516	1898	1773
517	1900	1768
518	1902	1763
519	1904	1757
520	1906	1752
521	1910	1749
522	1911	1743
523	1914	1738
524	1916	1733
525	1918	1728
526	1922	1725
527	1924	1720
528	1926	1715
529	1928	1709
530	1930	1705
531	1938	1704
532	1940	1700
533	1942	1694
534	1944	1689
535	1946	1684
536	1948	1679
537	1974	1695
538	1978	1692
539	1980	1687
540	1990	1689
541	1992	1683
542	1994	1678
543	1996	1673
544	1997	1668
545	1999	1662
546	2001	1657
547	2012	1659
548	2014	1654
549	2020	1653
550	2025	1650
551	2027	1645
552	2029	1640
553	2031	1635
554	2046	1641
555	2048	1635
556	2049	1630
557	2050	1624
558	2052	1619
559	2053	1613
560	2055	1608
561	2059	1604
562	2060	1599
563	2062	1594
564	2063	1588
565	2065	1583
566	2066	1577
567	2071	1575
568	2079	1575
569	2088	1575
570	2090	1570
571	2092	1565
572	2094	1560
573	2096	1555
574	2101	1553
575	2121	1561
576	2123	1556
577	2125	1551
578	2132	1550
579	2133	1545
580	2135	1539
581	2141	1538
582	2142	1532
583	2144	1527
584	2153	1528
585	2155	1522
586	2161	1520
587	2164	1516
588	2166	1511
589	2189	1521
590	2190	1516
591	2192	1510
592	2193	1505
593	2194	1500
594	2196	1495
595	2198	1490
596	2199	1484
597	2201	1479
598	2202	1474
599	2207	1471
600	2208	1466
601	2210	1461
602	2211	1455
603	2212	1450
604	2216	1447
605	2219	1443
606	2228	1442
607	2232	1439
608	2234	1434
609	2235	1429
610	2236	1424
611	2252	1428
612	2254	1423
613	2256	1418
614	2257	1413
615	2259	1408
616	2260	1403
617	2261	1398
618	2269	1397
619	2273	1393
620	2275	1388
621	2281	1386
622	2283	1381
623	2284	1376
624	2292	1375
625	2297	1372
626	2299	1367
627	2305	1365
628	2308	1361
629	2312	1358
630	2314	1353
631	2315	1348
632	2317	1343
633	2319	1339
634	2321	1334
635	2322	1329
636	2324	1324
637	2325	1319
638	2329	1316
639	2331	1311
640	2332	1306
641	2334	1301
642	2342	1300
643	2357	1303
644	2358	1298
645	2365	1296
646	2368	1292
647	2369	1287
648	2370	1282
649	2374	1278
650	2376	1273
651	2377	1269
652	2384	1266
653	2385	1262
654	2391	1259
655	2393	1255
656	2394	1250
657	2396	1245
658	2397	1240
659	2399	1236
660	2400	1231
661	2404	1227
662	2406	1223
663	2408	1218
664	2414	1216
665	2416	1212
666	2418	1207
667	2424	1204
668	2426	1200
669	2431	1197
670	2433	1193
671	2435	1188
672	2444	1187
673	2446	1183
674	2450	1179
675	2451	1175
676	2453	1170
677	2455	1166
678	2463	1164
679	2465	1160
680	2467	1155
681	2492	1162
682	2494	1157
683	2495	1153
684	2497	1148
685	2498	1143
686	2500	1139
687	2502	1134
688	2504	1130
689	2505	1125
690	2513	1123
691	2514	1119
692	2520	1116
693	2522	1112
694	2524	1108
695	2527	1103
696	2529	1099
697	2530	1094
698	2532	1090
699	2534	1086
700	2536	1081
701	2537	1077
702	2539	1072
703	2541	1068
704	2542	1064
705	2544	1059
706	2551	1057
707	2571	1060
708	2572	1055
709	2574	1051
710	2575	1046
711	2577	1042
712	2578	1038
713	2601	1042
714	2603	1037
715	2617	1038
716	2619	1033
717	2621	1029
718	2623	1025
719	2624	1020
720	2625	1016
721	2627	1011
722	2628	1007
723	2630	1002
724	2654	1006
725	2655	1002
726	2657	997
727	2658	993
728	2660	988
729	2661	984
730	2663	980
731	2669	977
732	2670	972
733	2672	968
734	2674	964
735	2675	959
736	2676	955
737	2681	951
738	2682	947
739	2686	943
740	2690	940
741	2691	935
742	2693	931
743	2694	927
744	2696	922
745	2697	918
746	2702	915
747	2703	910
748	2704	906
749	2709	903
750	2714	899
751	2716	895
752	2717	891
753	2718	887
754	2723	883
755	2724	879
756	2728	875
757	2730	871
758	2732	867
759	2736	864
760	2738	860
761	2742	856
762	2746	852
763	2747	848
764	2749	844
765	2750	840
766	2772	842
767	2773	837
768	2782	835
769	2786	832
770	2803	832
771	2805	828
772	2806	824
773	2820	823
774	2822	819
775	2823	814
776	2824	810
777	2825	806
778	2831	803
779	2835	799
780	2837	795
781	2838	791
782	2839	786
783	2844	783
784	2850	780
785	2851	776
786	2853	772
787	2855	768
788	2866	766
789	2870	763
790	2871	758
791	2873	754
792	2882	752
793	2884	748
794	2885	744
795	2890	740
796	2897	737
797	2898	733
798	2900	729
799	2901	725
800	2908	722
801	2910	718
802	2911	714
803	2912	710
804	2916	706
805	2920	702
806	2924	699
807	2929	696
808	2930	691
809	2938	689
810	2947	686
811	2949	682
812	2953	679
813	2957	675
814	2965	673
815	2966	669
816	2968	664
817	2970	660
818	2972	656
819	2977	653
820	2989	651
821	2991	647
822	3007	646
823	3008	642
824	3018	640
825	3020	636
826	3027	633
827	3033	630
828	3035	626
829	3039	622
830	3041	618
831	3043	614
832	3044	610
833	3045	606
834	3047	602
835	3048	598
836	3050	594
837	3069	593
838	3077	590
839	3080	586
840	3081	582
841	3085	578
842	3087	575
843	3088	570
844	3090	566
845	3091	562
846	3095	559
847	3097	555
848	3098	551
849	3099	546
850	3101	542
851	3103	539
852	3108	535
853	3109	531
854	3111	527
855	3112	523
856	3133	522
857	3134	518
858	3140	515
859	3141	511
860	3143	507
861	3144	503
862	3154	500
863	3161	497
864	3162	493
865	3166	489
866	3171	486
867	3177	483
868	3179	479
869	3181	475
870	3191	472
871	3193	468
872	3194	464
873	3196	460
874	3197	456
875	3198	452
876	3200	448
877	3202	444
878	3206	441
879	3207	437
880	3208	433
881	3213	429
882	3217	426
883	3218	422
884	3220	418
885	3224	414
886	3225	410
887	3226	406
888	3228	403
889	3233	399
890	3243	396
891	3244	392
892	3245	388
893	3247	384
894	3252	381
895	3253	377
896	3257	374
897	3258	370
898	3260	366
899	3261	362
900	3266	358
901	3271	355
902	3273	351
903	3274	347
904	3287	345
905	3289	341
906	3290	337
907	3308	335
908	3309	331
909	3316	328
910	3318	324
911	3320	320
912	3328	317
913	3329	313
914	3331	309
915	3332	305
916	3334	301
917	3335	297
918	3336	294
919	3338	290
920	3339	286
921	3341	282
922	3345	279
923	3347	275
924	3348	271
925	3349	267
926	3353	264
927	3354	260
928	3355	256
929	3357	252
930	3358	248
931	3380	246
932	3393	243
933	3395	239
934	3396	236
935	3398	232
936	3399	228
937	3400	224
938	3405	221
939	3406	217
940	3408	213
941	3415	210
942	3417	206
943	3418	202
944	3419	199
945	3421	195
946	3422	191
947	3426	187
948	3428	184
949	3429	180
950	3431	176
951	3433	173
952	3434	169
953	3435	165
954	3437	161
955	3438	158
956	3440	154
957	3444	151
958	3448	147
959	3450	143
960	3464	140
961	3466	136
962	3467	133
963	3469	129
964	3470	125
965	3471	122
966	3473	118
967	3474	114
968	3489	111
969	3490	107
970	3491	104
971	3493	100
972	3495	96
973	3496	93
974	3497	89
975	3508	86
976	3513	82
977	3515	79
978	3516	75
979	3517	71
980	3518	68
981	3520	64
982	3522	60
983	3527	57
984	3531	53
985	3551	50
986	3553	46
987	3556	43
988	3558	39
989	3560	35
990	3568	32
991	3572	28
992	3577	25
993	3579	21
994	3581	17
995	3590	14
996	3592	10
997	3598	7
998	3599	3
999	3600	0
